Country,League,Year,Stadium,Club,Stadium Capacity,Season Total Spectators,Season Average,Total Matches,Sold Out,Average Attendance Percentage
France,Ligue 1,2015,Matmut Atlantique,FC Girondins Bordeaux,42052,476686,25089,19,,59.7
France,Ligue 1,2015,Stade de la Beaujoire,FC Nantes,37463,459297,24174,19,,64.5
France,Ligue 1,2015,Roazhon Park,Stade Rennais FC,29778,440464,23182,19,,77.9
France,Ligue 1,2015,Allianz Riviera,OGC Nice,36178,364560,19187,19,,53.0
France,Ligue 1,2015,Stade Michel-d'Ornano,SM Caen,20500,335555,17661,19,,86.2
France,Ligue 1,2015,Stadium Municipal,FC Toulouse,33150,310051,16318,19,,49.2
France,Ligue 1,2015,Stade du Roudourou,EA Guingamp,18120,277984,14631,19,,80.7
France,Ligue 1,2015,Stade Raymond Kopa,Angers SCO,19350,256987,13526,19,,69.9
France,Ligue 1,2015,Stade Auguste-Delaune,Stade Reims,21684,256177,13483,19,,62.2
France,Ligue 1,2015,Stade de la Mosson,Montpellier HSC,32939,243347,12808,19,,38.9
France,Ligue 1,2015,Stade de l'Aube,ESTAC Troyes,21877,236961,12472,19,,57.0
France,Ligue 1,2015,Stade du Moustoir,FC Lorient,19010,227868,11993,19,,63.1
France,Ligue 1,2015,Stade Armand-Cesari,SC Bastia,16480,219626,11559,19,,70.1
France,Ligue 1,2015,Stade Louis-II,AS Monaco,18523,149024,7843,19,,42.3
France,Ligue 1,2015,Stade Ange-Casanova,GFC Ajaccio,4050,70656,3719,19,1,91.8
France,Ligue 1,2016,Parc des Princes,Paris Saint-Germain,49691,858030,45159,19,,90.9
France,Ligue 1,2016,Orange Vélodrome,Olympique Marseille,67394,758061,39898,19,,59.2
France,Ligue 1,2016,Groupama Stadium,Olympique Lyon,59186,744248,39171,19,,66.2
France,Ligue 1,2016,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,560257,29487,19,,58.8
France,Ligue 1,2016,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,490083,27227,18,1,64.8
France,Ligue 1,2016,Matmut Atlantique,FC Girondins Bordeaux,42052,460127,24217,19,,57.6
France,Ligue 1,2016,Stade de la Beaujoire,FC Nantes,37463,439886,23152,19,,61.8
France,Ligue 1,2016,Allianz Riviera,OGC Nice,36178,435405,22916,19,,63.3
France,Ligue 1,2016,Roazhon Park,Stade Rennais FC,29778,431082,22689,19,,76.2
France,Ligue 1,2016,Stade Marcel-Picot,AS Nancy-Lorraine,20087,332801,17516,19,1,87.2
France,Ligue 1,2016,Stadium Municipal,FC Toulouse,33150,324294,17068,19,,51.5
France,Ligue 1,2016,Stade Michel-d'Ornano,SM Caen,20500,318356,16756,19,,81.7
France,Ligue 1,2016,Stade Saint-Symphorien,FC Metz,26700,291535,16196,18,,60.7
France,Ligue 1,2016,Stade du Roudourou,EA Guingamp,18120,281003,14790,19,,81.6
France,Ligue 1,2016,Stade de la Mosson,Montpellier HSC,32939,234763,12356,19,,37.5
France,Ligue 1,2016,Stade Raymond Kopa,Angers SCO,19350,227121,11954,19,,61.8
France,Ligue 1,2016,Stade du Moustoir,FC Lorient,19010,224802,11832,19,,62.2
France,Ligue 1,2016,Stade Gaston-Gérard,Dijon FCO,16098,192433,10128,19,,62.9
France,Ligue 1,2016,Stade Louis-II,AS Monaco,18523,179134,9428,19,,50.9
France,Ligue 1,2016,Stade Armand-Cesari,SC Bastia,16480,178682,10511,17,,63.8
France,Ligue 1,2017,Parc des Princes,Paris Saint-Germain,49691,891669,46930,19,,94.4
France,Ligue 1,2017,Orange Vélodrome,Olympique Marseille,67394,885712,46616,19,,69.2
France,Ligue 1,2017,Groupama Stadium,Olympique Lyon,59186,874091,46005,19,,77.7
France,Ligue 1,2017,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,597608,33200,18,,66.2
France,Ligue 1,2017,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,534689,28142,19,,67.0
France,Ligue 1,2017,Matmut Atlantique,FC Girondins Bordeaux,42052,494909,26048,19,,61.9
France,Ligue 1,2017,Stade de la Beaujoire,FC Nantes,37463,466626,24559,19,,65.6
France,Ligue 1,2017,Stade de la Meinau,RC Strasbourg Alsace,29000,457218,24064,19,,83.0
France,Ligue 1,2017,Roazhon Park,Stade Rennais FC,29778,439111,23111,19,,77.6
France,Ligue 1,2017,Allianz Riviera,OGC Nice,36178,434653,22876,19,,63.2
France,Ligue 1,2017,Stade Michel-d'Ornano,SM Caen,20500,326545,17187,19,,83.8
France,Ligue 1,2017,Stadium Municipal,FC Toulouse,33150,321656,16929,19,,51.1
France,Ligue 1,2017,Stade Saint-Symphorien,FC Metz,26700,282033,14844,19,,55.6
France,Ligue 1,2017,Stade du Roudourou,EA Guingamp,18120,275531,14502,19,2,80.0
France,Ligue 1,2017,Stade de la Mosson,Montpellier HSC,32939,246562,12977,19,,39.4
France,Ligue 1,2017,Stade Gaston-Gérard,Dijon FCO,16098,232330,12228,19,,76.0
France,Ligue 1,2017,Stade de l'Aube,ESTAC Troyes,21877,231729,12196,19,,55.8
France,Ligue 1,2017,Stade Raymond Kopa,Angers SCO,19350,210242,11065,19,,57.2
France,Ligue 1,2017,Stade Crédit Agricole la Licorne,Amiens SC,12999,180891,9521,19,,73.2
France,Ligue 1,2017,Stade Louis-II,AS Monaco,18523,175618,9243,19,,49.9
France,Ligue 1,2018,Orange Vélodrome,Olympique Marseille,67394,954212,53012,18,,78.7
France,Ligue 1,2018,Groupama Stadium,Olympique Lyon,59186,932507,49079,19,,82.9
France,Ligue 1,2018,Parc des Princes,Paris Saint-Germain,49691,891310,46911,19,,94.4
France,Ligue 1,2018,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,647508,34079,19,,67.9
France,Ligue 1,2018,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,539592,28400,19,,67.6
France,Ligue 1,2018,Stade de la Meinau,RC Strasbourg Alsace,29000,479103,25216,19,,87.0
France,Ligue 1,2018,Stade de la Beaujoire,FC Nantes,37463,478519,25185,19,,67.2
France,Ligue 1,2018,Roazhon Park,Stade Rennais FC,29778,449829,23675,19,,79.5
France,Ligue 1,2018,Matmut Atlantique,FC Girondins Bordeaux,42052,396124,20849,19,,49.6
France,Ligue 1,2018,Allianz Riviera,OGC Nice,36178,363387,19126,19,,52.9
France,Ligue 1,2018,Stade Michel-d'Ornano,SM Caen,20500,316422,16654,19,,81.2
France,Ligue 1,2018,Stadium Municipal,FC Toulouse,33150,308259,16224,19,,48.9
France,Ligue 1,2018,Stade du Roudourou,EA Guingamp,18120,279880,14731,19,,81.3
France,Ligue 1,2018,Stade Auguste-Delaune,Stade Reims,21684,272488,14341,19,,66.1
France,Ligue 1,2018,Stade des Antonins,Nîmes Olympique,8033,265343,13965,19,,173.9
France,Ligue 1,2018,Stade de la Mosson,Montpellier HSC,32939,262745,13829,19,,42.0
France,Ligue 1,2018,Stade Gaston-Gérard,Dijon FCO,16098,247831,13044,19,,81.0
France,Ligue 1,2018,Stade Raymond Kopa,Angers SCO,19350,212657,11192,19,,57.8
France,Ligue 1,2018,Stade Crédit Agricole la Licorne,Amiens SC,12999,207037,10897,19,,83.8
France,Ligue 1,2018,Stade Louis-II,AS Monaco,18523,160512,8448,19,,45.6
France,Ligue 1,2019,Orange Vélodrome,Olympique Marseille,67394,739264,52805,14,,78.4
France,Ligue 1,2019,Parc des Princes,Paris Saint-Germain,49691,665231,47517,14,,95.6
France,Ligue 1,2019,Groupama Stadium,Olympique Lyon,59186,614882,47299,13,,79.9
France,Ligue 1,2019,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,546847,36456,15,,72.6
France,Ligue 1,2019,Roazhon Park,Stade Rennais FC,29778,362501,25893,14,,87.0
France,Ligue 1,2019,Stade de la Beaujoire,FC Nantes,37463,352787,25199,14,,67.3
France,Ligue 1,2019,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,340561,24326,14,,57.9
France,Ligue 1,2019,Stade de la Meinau,RC Strasbourg Alsace,29000,323774,24906,13,,85.9
France,Ligue 1,2019,Matmut Atlantique,FC Girondins Bordeaux,42052,304585,23430,13,,55.7
France,Ligue 1,2019,Allianz Riviera,OGC Nice,36178,288377,19225,15,,53.1
France,Ligue 1,2019,Stade Saint-Symphorien,FC Metz,26700,232156,16583,14,,62.1
France,Ligue 1,2019,Stade de la Mosson,Montpellier HSC,32939,198052,14147,14,,43.0
France,Ligue 1,2019,Stade Francis-Le Blé,Stade Brestois 29,15097,192039,13717,14,,90.9
France,Ligue 1,2019,Stadium Municipal,FC Toulouse,33150,185010,14232,13,,42.9
France,Ligue 1,2019,Stade Auguste-Delaune,Stade Reims,21684,181052,12932,14,,59.6
France,Ligue 1,2019,Stade Gaston-Gérard,Dijon FCO,16098,177884,12706,14,,78.9
France,Ligue 1,2019,Stade des Antonins,Nîmes Olympique,8033,175771,12555,14,,156.3
France,Ligue 1,2019,Stade Crédit Agricole la Licorne,Amiens SC,12999,164620,11759,14,,90.5
France,Ligue 1,2019,Stade Raymond Kopa,Angers SCO,19350,147369,9825,15,,50.8
France,Ligue 1,2019,Stade Louis-II,AS Monaco,18523,92979,6641,14,,35.9
France,Ligue 1,2020,Stade Raymond Kopa,Angers SCO,19350,20948,5237,4,,27.1
France,Ligue 1,2020,Stade Saint-Symphorien,FC Metz,26700,19463,4866,4,,18.2
France,Ligue 1,2020,Stade du Moustoir,FC Lorient,19010,19277,4819,4,,25.4
France,Ligue 1,2020,Stade Francis-Le Blé,Stade Brestois 29,15097,18766,4692,4,,31.1
France,Ligue 1,2020,Stade de la Meinau,RC Strasbourg Alsace,29000,18754,4689,4,,16.2
France,Ligue 1,2020,Stade Bollaert-Delelis,RC Lens,38223,14883,4961,3,,13.0
France,Ligue 1,2020,Roazhon Park,Stade Rennais FC,29778,14124,3531,4,,11.9
France,Ligue 1,2020,Stade Gaston-Gérard,Dijon FCO,16098,13840,3460,4,,21.5
France,Ligue 1,2020,Stade Auguste-Delaune,Stade Reims,21684,12525,4175,3,,19.3
France,Ligue 1,2020,Stade des Antonins,Nîmes Olympique,8033,12328,3082,4,,38.4
France,Ligue 1,2020,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,12149,4050,3,,8.1
France,Ligue 1,2020,Stade de la Mosson,Montpellier HSC,32939,10904,3635,3,,11.0
France,Ligue 1,2020,Stade de la Beaujoire,FC Nantes,37463,10069,3356,3,,9.0
France,Ligue 1,2020,Matmut Atlantique,FC Girondins Bordeaux,42052,9315,4658,2,,11.1
France,Ligue 1,2020,Groupama Stadium,Olympique Lyon,59186,9091,3030,3,,5.1
France,Ligue 1,2020,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,8350,2783,3,,6.6
France,Ligue 1,2020,Stade Louis-II,AS Monaco,18523,8297,2074,4,,11.2
France,Ligue 1,2020,Parc des Princes,Paris Saint-Germain,49691,8256,2752,3,,5.5
France,Ligue 1,2020,Orange Vélodrome,Olympique Marseille,67394,2428,809,3,,1.2
France,Ligue 1,2020,Allianz Riviera,OGC Nice,36178,2000,1000,2,,2.8
France,Ligue 1,2021,Orange Vélodrome,Olympique Marseille,67394,979342,54408,18,,80.7
France,Ligue 1,2021,Parc des Princes,Paris Saint-Germain,49691,790188,41589,19,,83.7
France,Ligue 1,2021,Decathlon Arena-Stade Pierre-Mauroy,LOSC Lille,50186,656568,34556,19,,68.9
France,Ligue 1,2021,Groupama Stadium,Olympique Lyon,59186,614267,36133,17,,61.1
France,Ligue 1,2021,Stade Bollaert-Delelis,RC Lens,38223,550041,32355,17,11,84.7
France,Ligue 1,2021,Roazhon Park,Stade Rennais FC,29778,484528,25501,19,,85.6
France,Ligue 1,2021,Stade de la Meinau,RC Strasbourg Alsace,29000,447467,23551,19,,81.2
France,Ligue 1,2021,Matmut Atlantique,FC Girondins Bordeaux,42052,420688,23372,18,,55.6
France,Ligue 1,2021,Stade Geoffroy-Guichard,AS Saint-Étienne,42000,414305,24371,17,,58.0
France,Ligue 1,2021,Stade de la Beaujoire,FC Nantes,37463,389211,20485,19,,54.7
France,Ligue 1,2021,Stade Saint-Symphorien,FC Metz,26700,307303,16174,19,1,60.6
France,Ligue 1,2021,Allianz Riviera,OGC Nice,36178,305454,19091,16,,52.8
France,Ligue 1,2021,Stade du Moustoir,FC Lorient,19010,242024,12738,19,,67.0
France,Ligue 1,2021,Stade Francis-Le Blé,Stade Brestois 29,15097,222498,11710,19,,77.6
France,Ligue 1,2021,Stade Auguste-Delaune,Stade Reims,21684,220646,11613,19,,53.6
France,Ligue 1,2021,Stade de la Mosson,Montpellier HSC,32939,204502,10763,19,,32.7
France,Ligue 1,2021,Stade Gabriel-Montpied,Clermont Foot 63,13000,200807,10569,19,2,81.3
France,Ligue 1,2021,Stade de l'Aube,ESTAC Troyes,21877,181007,9527,19,,43.6
France,Ligue 1,2021,Stade Raymond Kopa,Angers SCO,19350,147396,8189,18,,42.3
France,Ligue 1,2021,Stade Louis-II,AS Monaco,18523,112257,5908,19,,31.9
England,Premier League,2004,Old Trafford,Manchester United,74879,1289568,67872,19,,90.6
England,Premier League,2004,St James' Park,Newcastle United,52338,985099,51847,19,3,99.1
England,Premier League,2004,Etihad Stadium,Manchester City,55017,858655,45192,19,1,82.1
England,Premier League,2004,Anfield,Liverpool FC,54074,809118,42585,19,,78.8
England,Premier League,2004,Stamford Bridge,Chelsea FC,40853,795534,41870,19,1,102.5
England,Premier League,2004,Emirates Stadium,Arsenal FC,60704,721523,37975,19,,62.6
England,Premier League,2004,Villa Park,Aston Villa,42682,709721,37354,19,3,87.5
England,Premier League,2004,Goodison Park,Everton FC,39571,699529,36817,19,4,93.0
England,Premier League,2004,Tottenham Hotspur Stadium,Tottenham Hotspur,62062,679980,35788,19,3,57.7
England,Premier League,2004,Riverside Stadium,Middlesbrough FC,33746,608236,32012,19,,94.9
England,Premier League,2004,St Mary's Stadium,Southampton FC,32384,581583,30610,19,,94.5
England,Premier League,2004,St Andrew's,Birmingham City,29409,546422,28759,19,1,97.8
England,Premier League,2004,The Valley,Charlton Athletic,26875,507319,26701,19,7,99.4
England,Premier League,2004,University of Bolton Stadium,Bolton Wanderers,28723,497104,26163,19,,91.1
England,Premier League,2004,The Hawthorns,West Bromwich Albion,26850,493698,25984,19,1,96.8
England,Premier League,2004,Carrow Road,Norwich City,27244,462606,24348,19,,89.4
England,Premier League,2004,Selhurst Park,Crystal Palace,26047,457928,24101,19,1,92.5
England,Premier League,2004,Ewood Park,Blackburn Rovers,31367,435078,22899,19,,73.0
England,Premier League,2004,Fratton Park,Portsmouth FC,20688,381400,20074,19,1,97.0
England,Premier League,2004,Craven Cottage,Fulham FC,22384,376928,19838,19,,88.6
England,Premier League,2005,Old Trafford,Manchester United,74879,1306528,68765,19,1,91.8
England,Premier League,2005,St James' Park,Newcastle United,52338,988609,52032,19,,99.4
England,Premier League,2005,Anfield,Liverpool FC,54074,840491,44236,19,1,81.8
England,Premier League,2005,Etihad Stadium,Manchester City,55017,814269,42856,19,,77.9
England,Premier League,2005,Stamford Bridge,Chelsea FC,40853,796131,41902,19,3,102.6
England,Premier League,2005,Emirates Stadium,Arsenal FC,60704,725499,38184,19,,62.9
England,Premier League,2005,Goodison Park,Everton FC,39571,700347,36860,19,,93.2
England,Premier League,2005,Tottenham Hotspur Stadium,Tottenham Hotspur,62062,685399,36074,19,,58.1
England,Premier League,2005,Villa Park,Aston Villa,42682,648124,34112,19,,79.9
England,Premier League,2005,Stadium of Light,Sunderland AFC,48707,644180,33904,19,,69.6
England,Premier League,2005,London Stadium,West Ham United,60000,641109,33743,19,,56.2
England,Premier League,2005,Riverside Stadium,Middlesbrough FC,33746,540799,28463,19,,84.4
England,Premier League,2005,St Andrew's,Birmingham City,29409,520448,27392,19,,93.1
England,Premier League,2005,The Valley,Charlton Athletic,26875,497721,26196,19,1,97.5
England,Premier League,2005,The Hawthorns,West Bromwich Albion,26850,482667,25404,19,,94.6
England,Premier League,2005,University of Bolton Stadium,Bolton Wanderers,28723,480036,25265,19,,88.0
England,Premier League,2005,Ewood Park,Blackburn Rovers,31367,399288,21015,19,,67.0
England,Premier League,2005,Craven Cottage,Fulham FC,22384,392430,20654,19,,92.3
England,Premier League,2005,DW Stadium,Wigan Athletic,25133,391560,20608,19,,82.0
England,Premier League,2005,Fratton Park,Portsmouth FC,20688,376951,19840,19,1,95.9
England,Premier League,2006,Old Trafford,Manchester United,74879,1440699,75826,19,9,101.3
England,Premier League,2006,Emirates Stadium,Arsenal FC,60704,1140758,60040,19,3,98.9
England,Premier League,2006,St James' Park,Newcastle United,52338,963036,50686,19,,96.8
England,Premier League,2006,Anfield,Liverpool FC,54074,827660,43561,19,1,80.6
England,Premier League,2006,Stamford Bridge,Chelsea FC,40853,788353,41492,19,2,101.6
England,Premier League,2006,Etihad Stadium,Manchester City,55017,759946,39997,19,,72.7
England,Premier League,2006,Goodison Park,Everton FC,39571,698296,36752,19,,92.9
England,Premier League,2006,Villa Park,Aston Villa,42682,688071,36214,19,1,84.9
England,Premier League,2006,Tottenham Hotspur Stadium,Tottenham Hotspur,62062,678319,35701,19,,57.5
England,Premier League,2006,London Stadium,West Ham United,60000,659663,34719,19,2,57.9
England,Premier League,2006,Bramall Lane,Sheffield United,32702,579728,30512,19,,93.3
England,Premier League,2006,Riverside Stadium,Middlesbrough FC,33746,526866,27730,19,,82.2
England,Premier League,2006,The Valley,Charlton Athletic,26875,497708,26195,19,4,97.5
England,Premier League,2006,Select Car Leasing Stadium,Reading FC,24161,452758,23829,19,1,98.6
England,Premier League,2006,University of Bolton Stadium,Bolton Wanderers,28723,448505,23606,19,,82.2
England,Premier League,2006,Craven Cottage,Fulham FC,22384,423444,22287,19,1,99.6
England,Premier League,2006,Ewood Park,Blackburn Rovers,31367,404233,21275,19,,67.8
England,Premier League,2006,Fratton Park,Portsmouth FC,20688,377380,19862,19,,96.0
England,Premier League,2006,Vicarage Road,Watford FC,21577,356071,18741,19,,86.9
England,Premier League,2006,DW Stadium,Wigan Athletic,25133,345019,18159,19,,72.3
England,Premier League,2007,Old Trafford,Manchester United,74879,1438136,75691,19,6,101.1
England,Premier League,2007,Emirates Stadium,Arsenal FC,60704,1141572,60083,19,1,99.0
England,Premier League,2007,St James' Park,Newcastle United,52338,975093,51321,19,1,98.1
England,Premier League,2007,Anfield,Liverpool FC,54074,827111,43532,19,1,80.5
England,Premier League,2007,Stadium of Light,Sunderland AFC,48707,823540,43344,19,,89.0
England,Premier League,2007,Etihad Stadium,Manchester City,55017,800400,42126,19,,76.6
England,Premier League,2007,Stamford Bridge,Chelsea FC,40853,786549,41397,19,2,101.3
England,Premier League,2007,Villa Park,Aston Villa,42682,767524,40396,19,,94.6
England,Premier League,2007,Goodison Park,Everton FC,39571,702142,36955,19,,93.4
England,Premier League,2007,Tottenham Hotspur Stadium,Tottenham Hotspur,62062,683370,35967,19,1,58.0
England,Premier League,2007,London Stadium,West Ham United,60000,657423,34601,19,,57.7
England,Premier League,2007,Pride Park Stadium,Derby County,33597,616216,32432,19,1,96.5
England,Premier League,2007,Riverside Stadium,Middlesbrough FC,33746,507450,26708,19,,79.1
England,Premier League,2007,St Andrew's,Birmingham City,29409,497438,26181,19,,89.0
England,Premier League,2007,Ewood Park,Blackburn Rovers,31367,454928,23944,19,,76.3
England,Premier League,2007,Craven Cottage,Fulham FC,22384,451714,23774,19,2,106.2
England,Premier League,2007,Select Car Leasing Stadium,Reading FC,24161,447915,23574,19,3,97.6
England,Premier League,2007,University of Bolton Stadium,Bolton Wanderers,28723,397122,20901,19,,72.8
England,Premier League,2007,Fratton Park,Portsmouth FC,20688,378367,19914,19,,96.3
England,Premier League,2007,DW Stadium,Wigan Athletic,25133,361876,19046,19,,75.8
England,Premier League,2008,Old Trafford,Manchester United,74879,1430143,75271,19,7,100.5
England,Premier League,2008,Emirates Stadium,Arsenal FC,60704,1140755,60040,19,2,98.9
England,Premier League,2008,St James' Park,Newcastle United,52338,926244,48750,19,,93.1
England,Premier League,2008,Anfield,Liverpool FC,54074,828610,43611,19,,80.7
England,Premier League,2008,Etihad Stadium,Manchester City,55017,815165,42903,19,,78.0
England,Premier League,2008,Stamford Bridge,Chelsea FC,40853,790172,41588,19,2,101.8
England,Premier League,2008,Stadium of Light,Sunderland AFC,48707,763198,40168,19,,82.5
England,Premier League,2008,Villa Park,Aston Villa,42682,756421,39812,19,1,93.3
England,Premier League,2008,Tottenham Hotspur Stadium,Tottenham Hotspur,62062,682646,35929,19,,57.9
England,Premier League,2008,Goodison Park,Everton FC,39571,677679,35667,19,1,90.1
England,Premier League,2008,London Stadium,West Ham United,60000,640307,33700,19,1,56.2
England,Premier League,2008,Riverside Stadium,Middlesbrough FC,33746,540144,28429,19,,84.2
England,Premier League,2008,bet365 Stadium,Stoke City,30089,509604,26821,19,,89.1
England,Premier League,2008,The Hawthorns,West Bromwich Albion,26850,490726,25828,19,,96.2
England,Premier League,2008,MKM Stadium,Hull City,25586,471507,24816,19,,97.0
England,Premier League,2008,Craven Cottage,Fulham FC,22384,462534,24344,19,1,108.8
England,Premier League,2008,Ewood Park,Blackburn Rovers,31367,446102,23479,19,,74.9
England,Premier League,2008,University of Bolton Stadium,Bolton Wanderers,28723,427228,22486,19,,78.3
England,Premier League,2008,Fratton Park,Portsmouth FC,20688,376762,19830,19,,95.9
England,Premier League,2008,DW Stadium,Wigan Athletic,25133,348656,18350,19,,73.0
England,Premier League,2009,Old Trafford,Manchester United,74879,1422424,74864,19,1,100.0
England,Premier League,2009,Emirates Stadium,Arsenal FC,60704,1138613,59927,19,5,98.7
England,Premier League,2009,Etihad Stadium,Manchester City,55017,863930,45470,19,,82.7
England,Premier League,2009,Anfield,Liverpool FC,54074,814411,42864,19,,79.3
England,Premier League,2009,Stamford Bridge,Chelsea FC,40853,787029,41423,19,,101.4
England,Premier League,2009,Stadium of Light,Sunderland AFC,48707,766748,40355,19,,82.9
England,Premier League,2009,Villa Park,Aston Villa,42682,732895,38573,19,,90.4
England,Premier League,2009,Goodison Park,Everton FC,39571,697775,36725,19,,92.8
England,Premier League,2009,Tottenham Hotspur Stadium,Tottenham Hotspur,62062,680091,35794,19,,57.7
England,Premier League,2009,London Stadium,West Ham United,60000,639983,33683,19,,56.1
England,Premier League,2009,Molineux Stadium,Wolverhampton Wanderers,32050,538949,28366,19,,88.5
England,Premier League,2009,bet365 Stadium,Stoke City,30089,516082,27162,19,,90.3
England,Premier League,2009,Ewood Park,Blackburn Rovers,31367,483135,25428,19,,81.1
England,Premier League,2009,St Andrew's,Birmingham City,29409,479680,25246,19,,85.9
England,Premier League,2009,MKM Stadium,Hull City,25586,463406,24390,19,,95.3
England,Premier League,2009,Craven Cottage,Fulham FC,22384,454276,23909,19,2,106.8
England,Premier League,2009,University of Bolton Stadium,Bolton Wanderers,28723,421801,22200,19,1,77.3
England,Premier League,2009,Turf Moor,Burnley FC,21994,392423,20654,19,,93.9
England,Premier League,2009,Fratton Park,Portsmouth FC,20688,346737,18249,19,,88.2
England,Premier League,2009,DW Stadium,Wigan Athletic,25133,342118,18006,19,,71.6
England,Premier League,2010,Old Trafford,Manchester United,74879,1424792,74989,19,,100.2
England,Premier League,2010,Emirates Stadium,Arsenal FC,60704,1140445,60023,19,1,98.9
England,Premier League,2010,St James' Park,Newcastle United,52338,906640,47718,19,,91.2
England,Premier League,2010,Etihad Stadium,Manchester City,55017,872195,45905,19,,83.4
England,Premier League,2010,Anfield,Liverpool FC,54074,813661,42824,19,,79.2
England,Premier League,2010,Stamford Bridge,Chelsea FC,40853,787271,41435,19,3,101.4
England,Premier League,2010,Stadium of Light,Sunderland AFC,48707,760209,40011,19,,82.2
England,Premier League,2010,Villa Park,Aston Villa,42682,706685,37194,19,,87.1
England,Premier League,2010,Goodison Park,Everton FC,39571,685222,36064,19,,91.1
England,Premier League,2010,Tottenham Hotspur Stadium,Tottenham Hotspur,62062,678716,35722,19,,57.6
England,Premier League,2010,London Stadium,West Ham United,60000,634685,33404,19,,55.7
England,Premier League,2010,Molineux Stadium,Wolverhampton Wanderers,32050,526225,27696,19,,86.4
England,Premier League,2010,bet365 Stadium,Stoke City,30089,510303,26858,19,,89.3
England,Premier League,2010,St Andrew's,Birmingham City,29409,483775,25462,19,,86.6
England,Premier League,2010,Craven Cottage,Fulham FC,22384,477862,25151,19,2,112.4
England,Premier League,2010,Ewood Park,Blackburn Rovers,31367,474995,25000,19,,79.7
England,Premier League,2010,The Hawthorns,West Bromwich Albion,26850,468976,24683,19,,91.9
England,Premier League,2010,University of Bolton Stadium,Bolton Wanderers,28723,433325,22807,19,1,79.4
England,Premier League,2010,DW Stadium,Wigan Athletic,25133,319331,16807,19,,66.9
England,Premier League,2010,Bloomfield Road,Blackpool FC,16220,299815,15780,19,,97.3
England,Premier League,2011,Old Trafford,Manchester United,74879,1432358,75387,19,19,100.7
England,Premier League,2011,Emirates Stadium,Arsenal FC,60704,1139997,60000,19,17,98.8
England,Premier League,2011,St James' Park,Newcastle United,52338,949078,49951,19,10,95.4
England,Premier League,2011,Etihad Stadium,Manchester City,55017,893851,47045,19,16,85.5
England,Premier League,2011,Anfield,Liverpool FC,54074,840808,44253,19,13,81.8
England,Premier League,2011,Stamford Bridge,Chelsea FC,40853,788196,41484,19,18,101.5
England,Premier League,2011,Stadium of Light,Sunderland AFC,48707,741891,39047,19,,80.2
England,Premier League,2011,Tottenham Hotspur Stadium,Tottenham Hotspur,62062,684681,36036,19,17,58.1
England,Premier League,2011,Villa Park,Aston Villa,42682,643770,33883,19,,79.4
England,Premier League,2011,Goodison Park,Everton FC,39571,631333,33228,19,2,84.0
England,Premier League,2011,bet365 Stadium,Stoke City,30089,517290,27226,19,18,90.5
England,Premier League,2011,Carrow Road,Norwich City,27244,505509,26606,19,16,97.7
England,Premier League,2011,Molineux Stadium,Wolverhampton Wanderers,32050,487871,25677,19,4,80.1
England,Premier League,2011,Craven Cottage,Fulham FC,22384,482586,25399,19,14,113.5
England,Premier League,2011,The Hawthorns,West Bromwich Albion,26850,470625,24770,19,8,92.3
England,Premier League,2011,University of Bolton Stadium,Bolton Wanderers,28723,449729,23670,19,,82.4
England,Premier League,2011,Ewood Park,Blackburn Rovers,31367,428474,22551,19,,71.9
England,Premier League,2011,Swansea.com Stadium,Swansea City,21088,378978,19946,19,12,94.6
England,Premier League,2011,DW Stadium,Wigan Athletic,25133,354038,18634,19,,74.1
England,Premier League,2011,Loftus Road Stadium,Queens Park Rangers,18360,328613,17295,19,11,94.2
England,Premier League,2012,Old Trafford,Manchester United,74879,1435063,75530,19,18,100.9
England,Premier League,2012,Emirates Stadium,Arsenal FC,60704,1141498,60079,19,17,99.0
England,Premier League,2012,St James' Park,Newcastle United,52338,959826,50517,19,8,96.5
England,Premier League,2012,Etihad Stadium,Manchester City,55017,892506,46974,19,17,85.4
England,Premier League,2012,Anfield,Liverpool FC,54074,850224,44749,19,19,82.8
England,Premier League,2012,Stamford Bridge,Chelsea FC,40853,787786,41462,19,16,101.5
England,Premier League,2012,Stadium of Light,Sunderland AFC,48707,770698,40563,19,,83.3
England,Premier League,2012,Goodison Park,Everton FC,39571,690763,36356,19,4,91.9
England,Premier League,2012,Tottenham Hotspur Stadium,Tottenham Hotspur,62062,685257,36066,19,17,58.1
England,Premier League,2012,Villa Park,Aston Villa,42682,666135,35060,19,2,82.1
England,Premier League,2012,London Stadium,West Ham United,60000,659614,34717,19,15,57.9
England,Premier League,2012,St Mary's Stadium,Southampton FC,32384,586242,30855,19,11,95.3
England,Premier League,2012,bet365 Stadium,Stoke City,30089,507727,26722,19,16,88.8
England,Premier League,2012,Carrow Road,Norwich City,27244,506762,26672,19,18,97.9
